Series Name,Series Code,Country Name,Country Code,1992 [YR1992],1997 [YR1997],2002 [YR2002],2007 [YR2007],2012 [YR2012],2017 [YR2017],2022 [YR2022]
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Afghanistan,AFG,..,..,6.12552202910163,22.5277562007029,7.30175646760432,2.40365618765746,9.40623933931322
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Albania,ALB,232.984658866956,11.2396444802125,3.6474762708812,4.3867093833438,1.04271460643407,1.45073158124514,9.86157415467682
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Algeria,DZA,21.9261145250848,7.0019630481718,1.37285594197843,7.09551578753664,8.0024465381386,4.93800729466362,22.9512626061838
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,American Samoa,ASM,..,..,..,3.16061220726536,17.3684210526316,-1.94089005769675,14.1527648578811
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Andorra,AND,6.71076896051142,2.22816030666122,3.23953176987777,3.21122734131436,0.174556905779482,1.13650934319639,4.23665226454663
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Angola,AGO,476.51575086326,95.4530221791129,196.984099399931,4.30843221207182,7.25574990943825,22.6145140271114,13.7105940226231
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Antigua and Barbuda,ATG,2.93123372538055,2.53062058558473,1.29268465711701,4.37354365910269,0.192742785601624,0.312054499370376,6.49885619566375
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Argentina,ARG,16.0719935356945,-0.46391313116429,30.555204053903,14.9399250245835,22.3148806733049,26.0063792819079,69.8760842459268
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Armenia,ARM,568.807295439343,17.7359944945837,2.35739901911141,4.2778755387818,5.34580441814725,2.15064189848613,7.98587852828175
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Aruba,ABW,3.82233511678332,3.70423775271973,4.43468813342022,5.16689296887391,0.184032701346126,-3.17816679833555,3.15727939363973
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Australia,AUS,1.47902574629622,1.27279080728206,2.84035444214652,4.98605173231132,1.8056989221342,3.65318441813451,7.17553361510235
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Austria,AUT,3.47909296982908,1.26254419605465,1.10421508890414,2.2592709576015,2.09166482584344,0.975317709275998,4.75477834804261
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Azerbaijan,AZE,1065.32923018531,9.24250444099582,4.21438623360075,21.0293287543152,2.88293295403217,16.1724003104411,37.2705611565603
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Bahamas, The",BHS,3.90556543657969,73.2294702373079,3.96047432502201,2.94796581175521,3.35553252540916,1.34831042029538,4.30104615816353
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bahrain,BHR,-3.53265287221519,0.931716358623348,3.41434955563101,8.43563269466976,2.93394725551211,4.61583421430929,7.84929462083215
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bangladesh,BGD,2.58216189991052,3.80023220091314,3.8928674350377,6.47126010502515,8.16457367624635,5.04759758203714,5.04902187883131
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Barbados,BRB,2.1223935897718,0.916898497893698,0.907856236699956,8.61226108302537,-1.01754183582014,3.36727197112887,0.664976976473824
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Belarus,BLR,1030.7768106265,71.6495747331926,44.8937388361962,12.8727022297205,75.2416666493216,8.62294196692545,14.8848623664839
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Belgium,BEL,3.42452490217883,0.75761089644017,1.63999827941501,1.9316781494056,2.20573636168733,1.98316339488014,6.84397975156924
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Belize,BLZ,3.43668966895795,-1.52046077562431,0.691897818951915,3.80629927037283,0.741764529847956,3.03291030935591,7.25244797063618
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Benin,BEN,3.0251344649124,3.66750917412438,3.55421325456054,0.390153238195737,7.69890807691425,-0.367897725119164,4.13878000011482
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bermuda,BMU,2.81388110098526,4.02390310161174,8.58044229104615,6.57489483173077,6.69820369155734,-0.094833735989738,0.938226826481198
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bhutan,BTN,8.92328955866431,12.9068747964519,5.16519301584195,4.68817791946599,8.63679344825027,4.34963395991817,5.7948551929732
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bolivia,BOL,13.1992044095149,5.70504335822339,2.82075739734616,7.37335386111839,7.10027550115058,6.06139996076533,5.12446446625671
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bosnia and Herzegovina,BIH,1362.0287835516,11.1492939468364,5.00786637251515,6.19756939107606,0.795773347301477,1.77870702677497,11.8088401064015
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Botswana,BWA,6.63928085355347,4.99060848779871,1.18737069613121,6.02919765064402,3.01184160842378,-2.64991927643297,14.6175509748138
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Brazil,BRA,969.012962839962,7.72902341184411,9.79811223755975,6.43903808702757,7.9431269413538,3.67138451275035,8.5702819532232
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,British Virgin Islands,VGB,..,..,..,..,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Brunei Darussalam,BRN,-1.99597149195178,0.695854302302251,-0.135384149567656,4.69688854570667,1.22025197904199,4.95526868232284,24.2367266802876
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Bulgaria,BGR,59.5786493866892,913.213096376198,3.84837869171173,11.0514316831737,1.11217885256747,4.81312131224342,15.9183596891222
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Burkina Faso,BFA,0.227059619996879,1.55619984983713,3.05698609068348,2.49234918341701,5.82399948795916,1.41629727998107,5.88896511236759
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Burundi,BDI,5.40176069954681,32.3977892307747,1.02785857373888,8.27337562886336,14.294071682425,11.4491826066034,18.3317223148693
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cabo Verde,CPV,-4.11584470732596,-0.835291448659234,-0.363208871086854,18.5684167934982,0.677607456621359,1.2969136763507,6.34319040438669
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cambodia,KHM,75.4217452006766,6.00507583216428,1.99307788083713,8.60024943029427,2.63843608534771,2.07650709154852,3.51502483143302
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cameroon,CMR,-1.27767102935427,6.16381105450779,2.77449284953897,0.490708034705946,1.94228536388823,1.02514116066253,6.83105473248673
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Canada,CAN,1.47085083373742,1.14412830670354,1.25752345524339,3.30054564423155,1.21844370738719,2.57101465425282,7.65381992676227
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Cayman Islands,CYM,..,..,..,3.07284853429965,1.26141317100767,1.98679824630499,3.58324759973381
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Central African Republic,CAF,2.78264702243938,0.823381000647387,-2.37188170574854,1.83823165042337,6.18103617692616,6.44370628779525,5.9679244498741
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Chad,TCD,-12.9065538294357,3.78278546499355,1.90781944012426,3.30193426256776,1.09724571223187,0.0282519135155042,15.145121891457
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Channel Islands,CHI,..,..,..,..,5.45465670838978,3.06230710188164,7.35832205919618
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Chile,CHL,13.4643770215386,3.33058050494175,3.34066036755067,5.08875706456591,0.76346667921203,4.82819188168904,7.91378346570282
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,China,CHN,8.19032302163217,1.61656874206059,0.602099078250106,7.74968649303898,2.33121757581199,4.2326819752236,1.82367710735865
